student_id,concept_id,concept_name,mastery_score,mastery_level
3,10,Intersection,0.0,Yếu
3,11,Difference,0.0,Yếu
3,12,Subset,0.0,Yếu
3,13,Tuple,0.0,Yếu
3,14,Relational data model,0.0,Yếu
3,15,Domain,0.0,Yếu
3,16,Attribute,0.0,Yếu
3,17,Relation,0.0,Yếu
3,18,Superkey,0.0,Yếu
3,19,Foreign key,0.0,Yếu
3,20,Schema,0.0,Yếu
3,21,SQL,0.0,Yếu
3,22,DDL,0.0,Yếu
3,23,Data type,0.0,Yếu
3,24,CREATE TABLE,0.0,Yếu
3,25,DROP TABLE,0.0,Yếu
3,26,ALTER TABLE,0.0,Yếu
3,27,Candidate key,0.0,Yếu
3,28,DML,0.0,Yếu
3,29,SELECT,0.4032,Yếu
3,30,INSERT,0.0,Yếu
3,31,DELETE,0.0,Yếu
3,32,Query,0.0,Yếu
3,33,Join,4.2233,Tốt
3,34,Primary Key,4.2236,Tốt
3,35,SELECT DISTINCT,0.0,Yếu
3,36,GROUP BY,0.0,Yếu
3,37,COUNT,0.0,Yếu
3,38,MIN,0.0,Yếu
3,39,HAVING,0.0,Yếu
3,40,EXCEPT,0.0,Yếu
3,41,Inner Join,0.0,Yếu
3,42,Natural Join,0.0,Yếu
3,43,Left Join,0.0,Yếu
3,44,EXISTS,0.0,Yếu
3,45,Entity-Relationship Model,0.305,Yếu
3,46,Data structure,0.0,Yếu
3,47,Relationship,0.0,Yếu
3,48,Entity,0.0,Yếu
3,49,Total ,0.0,Yếu
3,50,Data integrity,4.2236,Tốt
3,51,weak entity ,0.0,Yếu
3,52,Key attributes,0.0,Yếu
3,53,Enhanced Entity-Relationship,0.0,Yếu
3,54,Subclass,0.0,Yếu
3,55,Superclass,0.0,Yếu
3,56,Data Model,0.0,Yếu
3,57,Cardinality ratios,0.0,Yếu
3,58,Participation constraints,0.0,Yếu
3,59,Many-To-Many,0.0,Yếu
3,60,One-To-Many,0.0,Yếu
3,61,One-To-One,0.0,Yếu
3,63,partial,0.0,Yếu
3,64,Functional dependencies,0.0,Yếu
3,65,Trivial,0.0,Yếu
3,66,Closure,0.0,Yếu
3,67,Implied,0.0,Yếu
3,68,Equivalent,0.0,Yếu
3,69,Minimal Cover,0.0,Yếu
3,70,Prime Attribute,0.0,Yếu
3,71,Normalisation,0.0,Yếu
3,72,Lossless Join,0.0,Yếu
3,73,Dependency preservation,0.0,Yếu
3,74,Boyce-Codd normal form (BCNF),0.0,Yếu
3,75,Third normal form (3NF),0.0,Yếu
3,76,Relational Algebra,3.9175,Tốt
3,77,Projection,4.2233,Tốt
3,78,Selection,0.3303,Yếu
3,79,Renaming,0.2987,Yếu
3,80,Database Security,0.0,Yếu
3,81,Access Control,0.0,Yếu
3,82,Discretionary access control (DAC),0.0,Yếu
3,83,GRANT,0.0,Yếu
3,84,Mandatory Access Control (MAC),0.0,Yếu
3,85,SQL Injection,0.0,Yếu
3,86,REVOKE,0.0,Yếu
3,87,Specifying Privileges - Views,0.0,Yếu
3,88,Role-Based Access Control (RBAC),0.0,Yếu
3,89,Authentication,0.0,Yếu
3,90,Trojan Horse attacks,0.0,Yếu
3,91,Transactions,0.0,Yếu
3,92,ACID Properties,0.0,Yếu
3,93,Isolation,0.0,Yếu
3,94,Locking,0.0,Yếu
3,95,Concurrent Transactions,0.0,Yếu
3,96,Two-Phase Locking (2PL) Protocol,0.0,Yếu
3,97,Logging,0.0,Yếu
3,98,The Dirty Read Problem,0.0,Yếu
3,99,The Unrepeatable Read Problem,0.0,Yếu
3,100,The Lost Update Problem,0.0,Yếu
3,101,Read Uncommitted,0.0,Yếu
3,102,Read Committed,0.0,Yếu
3,103,Serializable,0.0,Yếu
5,4,Set,0.0,Yếu
5,6,Cartesian product,0.0,Yếu
5,7,Cardinality,0.0,Yếu
5,8,Equality,0.0,Yếu
5,9,union,0.2925,Yếu
5,10,Intersection,0.0,Yếu
5,11,Difference,0.0,Yếu
5,12,Subset,0.0,Yếu
5,13,Tuple,0.0,Yếu
5,14,Relational data model,0.0,Yếu
5,15,Domain,0.0,Yếu
5,16,Attribute,0.0,Yếu
5,17,Relation,0.0,Yếu
5,18,Superkey,0.0,Yếu
5,19,Foreign key,0.0,Yếu
5,20,Schema,0.0,Yếu
5,21,SQL,0.0,Yếu
5,22,DDL,0.0,Yếu
5,23,Data type,0.0,Yếu
5,24,CREATE TABLE,0.0,Yếu
5,25,DROP TABLE,0.0,Yếu
5,26,ALTER TABLE,0.0,Yếu
5,27,Candidate key,0.0,Yếu
5,28,DML,0.0,Yếu
5,29,SELECT,0.5909,Yếu
5,30,INSERT,0.0,Yếu
5,31,DELETE,0.0,Yếu
5,32,Query,4.0128,Tốt
5,33,Join,0.0,Yếu
5,34,Primary Key,0.0,Yếu
5,35,SELECT DISTINCT,0.3389,Yếu
5,36,GROUP BY,4.1299,Tốt
5,37,COUNT,0.7405,Yếu
5,38,MIN,0.3254,Yếu
5,39,HAVING,0.3668,Yếu
5,40,EXCEPT,4.2233,Tốt
5,41,Inner Join,0.3048,Yếu
5,42,Natural Join,4.2233,Tốt
5,43,Left Join,4.2233,Tốt
5,44,EXISTS,0.5034,Yếu
5,45,Entity-Relationship Model,0.0,Yếu
5,46,Data structure,0.0,Yếu
5,47,Relationship,0.0,Yếu
5,48,Entity,0.0,Yếu
5,49,Total ,0.0,Yếu
5,50,Data integrity,0.0,Yếu
5,51,weak entity ,0.0,Yếu
5,52,Key attributes,0.0,Yếu
5,53,Enhanced Entity-Relationship,0.0,Yếu
5,54,Subclass,0.0,Yếu
5,55,Superclass,0.0,Yếu
5,56,Data Model,0.0,Yếu
5,57,Cardinality ratios,0.0,Yếu
5,58,Participation constraints,0.0,Yếu
5,59,Many-To-Many,0.0,Yếu
5,60,One-To-Many,0.0,Yếu
5,61,One-To-One,0.0,Yếu
5,63,partial,0.0,Yếu
5,64,Functional dependencies,0.0,Yếu
5,65,Trivial,0.0,Yếu
5,66,Closure,0.0,Yếu
5,67,Implied,0.0,Yếu
5,68,Equivalent,0.0,Yếu
5,69,Minimal Cover,0.0,Yếu
5,70,Prime Attribute,0.0,Yếu
5,71,Normalisation,0.0,Yếu
5,72,Lossless Join,0.0,Yếu
5,73,Dependency preservation,0.0,Yếu
5,74,Boyce-Codd normal form (BCNF),0.0,Yếu
5,75,Third normal form (3NF),0.0,Yếu
5,76,Relational Algebra,0.0,Yếu
5,77,Projection,0.0,Yếu
5,78,Selection,0.0,Yếu
5,79,Renaming,0.0,Yếu
5,80,Database Security,0.0,Yếu
5,81,Access Control,0.0,Yếu
5,82,Discretionary access control (DAC),0.0,Yếu
5,83,GRANT,0.0,Yếu
5,84,Mandatory Access Control (MAC),0.0,Yếu
5,85,SQL Injection,0.0,Yếu
5,86,REVOKE,0.0,Yếu
5,87,Specifying Privileges - Views,0.0,Yếu
5,88,Role-Based Access Control (RBAC),0.0,Yếu
5,89,Authentication,0.0,Yếu
5,90,Trojan Horse attacks,0.0,Yếu
5,91,Transactions,0.0,Yếu
5,92,ACID Properties,0.0,Yếu
5,93,Isolation,0.0,Yếu
5,94,Locking,0.0,Yếu
5,95,Concurrent Transactions,0.0,Yếu
5,96,Two-Phase Locking (2PL) Protocol,0.0,Yếu
5,97,Logging,0.0,Yếu
5,98,The Dirty Read Problem,0.0,Yếu
5,99,The Unrepeatable Read Problem,0.0,Yếu
5,100,The Lost Update Problem,0.0,Yếu
5,101,Read Uncommitted,0.0,Yếu
5,102,Read Committed,0.0,Yếu
5,103,Serializable,0.0,Yếu
6,4,Set,0.0,Yếu
6,6,Cartesian product,0.0,Yếu
6,7,Cardinality,0.0,Yếu
6,8,Equality,0.0,Yếu
6,9,union,4.0594,Tốt
6,10,Intersection,4.098,Tốt
6,11,Difference,0.0,Yếu
6,12,Subset,0.0,Yếu
6,13,Tuple,0.0,Yếu
6,14,Relational data model,0.0,Yếu
6,15,Domain,0.0,Yếu
6,16,Attribute,0.0,Yếu
6,17,Relation,0.0,Yếu
6,18,Superkey,0.0,Yếu
6,19,Foreign key,0.0,Yếu
6,20,Schema,0.0,Yếu
6,21,SQL,0.0,Yếu
6,22,DDL,0.0,Yếu
6,23,Data type,0.0,Yếu
6,24,CREATE TABLE,0.0,Yếu
6,25,DROP TABLE,0.0,Yếu
6,26,ALTER TABLE,0.0,Yếu
6,27,Candidate key,0.0,Yếu
6,28,DML,0.0,Yếu
6,29,SELECT,0.7986,Yếu
6,30,INSERT,0.0,Yếu
6,31,DELETE,0.0,Yếu
6,32,Query,3.9946,Tốt
6,33,Join,4.2752,Tốt
6,34,Primary Key,0.0,Yếu
6,35,SELECT DISTINCT,0.0,Yếu
6,36,GROUP BY,4.2233,Tốt
6,37,COUNT,0.0,Yếu
6,38,MIN,0.0,Yếu
6,39,HAVING,0.0,Yếu
6,40,EXCEPT,0.0,Yếu
6,41,Inner Join,0.0,Yếu
6,42,Natural Join,0.0,Yếu
6,43,Left Join,0.0,Yếu
6,44,EXISTS,0.633,Yếu
6,45,Entity-Relationship Model,0.0,Yếu
6,46,Data structure,0.0,Yếu
6,47,Relationship,0.0,Yếu
6,48,Entity,0.0,Yếu
6,49,Total ,0.0,Yếu
6,50,Data integrity,0.0,Yếu
6,51,weak entity ,0.0,Yếu
6,52,Key attributes,0.0,Yếu
6,53,Enhanced Entity-Relationship,0.0,Yếu
6,54,Subclass,0.0,Yếu
6,55,Superclass,0.0,Yếu
6,56,Data Model,0.0,Yếu
6,57,Cardinality ratios,0.0,Yếu
6,58,Participation constraints,0.0,Yếu
6,59,Many-To-Many,0.0,Yếu
6,60,One-To-Many,0.0,Yếu
6,61,One-To-One,0.0,Yếu
6,63,partial,0.0,Yếu
6,64,Functional dependencies,0.0,Yếu
6,65,Trivial,0.0,Yếu
6,66,Closure,0.0,Yếu
6,67,Implied,0.0,Yếu
6,68,Equivalent,3.9405,Tốt
6,69,Minimal Cover,0.0,Yếu
6,70,Prime Attribute,0.0,Yếu
6,71,Normalisation,0.0,Yếu
6,72,Lossless Join,0.0,Yếu
6,73,Dependency preservation,0.0,Yếu
6,74,Boyce-Codd normal form (BCNF),0.0,Yếu
6,75,Third normal form (3NF),0.0,Yếu
6,76,Relational Algebra,0.6364,Yếu
6,77,Projection,0.7062,Yếu
6,78,Selection,0.7173,Yếu
6,79,Renaming,0.0,Yếu
6,80,Database Security,0.0,Yếu
6,81,Access Control,0.0,Yếu
6,82,Discretionary access control (DAC),0.0,Yếu
6,83,GRANT,0.0,Yếu
6,84,Mandatory Access Control (MAC),0.0,Yếu
6,85,SQL Injection,0.0,Yếu
6,86,REVOKE,0.0,Yếu
6,87,Specifying Privileges - Views,0.0,Yếu
6,88,Role-Based Access Control (RBAC),0.0,Yếu
6,89,Authentication,0.0,Yếu
6,90,Trojan Horse attacks,0.0,Yếu
6,91,Transactions,0.0,Yếu
6,92,ACID Properties,0.0,Yếu
6,93,Isolation,0.0,Yếu
6,94,Locking,0.0,Yếu
6,95,Concurrent Transactions,0.0,Yếu
6,96,Two-Phase Locking (2PL) Protocol,0.0,Yếu
6,97,Logging,0.0,Yếu
6,98,The Dirty Read Problem,0.0,Yếu
6,99,The Unrepeatable Read Problem,0.0,Yếu
6,100,The Lost Update Problem,0.0,Yếu
6,101,Read Uncommitted,0.0,Yếu
6,102,Read Committed,0.0,Yếu
6,103,Serializable,0.0,Yếu
7,4,Set,0.0,Yếu
7,6,Cartesian product,0.0,Yếu
7,7,Cardinality,0.0,Yếu
7,8,Equality,0.0,Yếu
7,9,union,0.0,Yếu
7,10,Intersection,0.0,Yếu
7,11,Difference,0.0,Yếu
7,12,Subset,0.0,Yếu
7,13,Tuple,0.0,Yếu
7,14,Relational data model,0.0,Yếu
7,15,Domain,0.0,Yếu
7,16,Attribute,0.0,Yếu
7,17,Relation,0.0,Yếu
7,18,Superkey,0.0,Yếu
7,19,Foreign key,0.0,Yếu
7,20,Schema,0.0,Yếu
7,21,SQL,0.0,Yếu
7,22,DDL,0.0,Yếu
7,23,Data type,0.0,Yếu
7,24,CREATE TABLE,0.0,Yếu
7,25,DROP TABLE,0.0,Yếu
7,26,ALTER TABLE,0.0,Yếu
7,27,Candidate key,0.0,Yếu
7,28,DML,0.0,Yếu
7,29,SELECT,0.0,Yếu
7,30,INSERT,0.0,Yếu
7,31,DELETE,0.0,Yếu
7,32,Query,0.0,Yếu
7,33,Join,0.0,Yếu
7,34,Primary Key,0.0,Yếu
7,35,SELECT DISTINCT,0.0,Yếu
7,36,GROUP BY,0.0,Yếu
7,37,COUNT,0.0,Yếu
7,38,MIN,0.0,Yếu
7,39,HAVING,0.0,Yếu
7,40,EXCEPT,0.0,Yếu
7,41,Inner Join,0.0,Yếu
7,42,Natural Join,0.0,Yếu
7,43,Left Join,0.0,Yếu
7,44,EXISTS,0.0,Yếu
7,45,Entity-Relationship Model,0.0,Yếu
7,46,Data structure,0.0,Yếu
7,47,Relationship,0.0,Yếu
7,48,Entity,0.0,Yếu
7,49,Total ,0.0,Yếu
7,50,Data integrity,0.0,Yếu
7,51,weak entity ,0.0,Yếu
7,52,Key attributes,0.0,Yếu
7,53,Enhanced Entity-Relationship,0.0,Yếu
7,54,Subclass,0.0,Yếu
7,55,Superclass,0.0,Yếu
7,56,Data Model,0.0,Yếu
7,57,Cardinality ratios,0.0,Yếu
7,58,Participation constraints,0.0,Yếu
7,59,Many-To-Many,0.0,Yếu
7,60,One-To-Many,0.0,Yếu
7,61,One-To-One,0.0,Yếu
7,63,partial,0.0,Yếu
7,64,Functional dependencies,0.0,Yếu
7,65,Trivial,0.0,Yếu
7,66,Closure,0.0,Yếu
7,67,Implied,0.0,Yếu
7,68,Equivalent,0.0,Yếu
7,69,Minimal Cover,0.0,Yếu
7,70,Prime Attribute,0.0,Yếu
7,71,Normalisation,0.0,Yếu
7,72,Lossless Join,0.0,Yếu
7,73,Dependency preservation,0.0,Yếu
7,74,Boyce-Codd normal form (BCNF),0.0,Yếu
7,75,Third normal form (3NF),0.0,Yếu
7,76,Relational Algebra,0.3441,Yếu
7,77,Projection,0.0,Yếu
7,78,Selection,0.0,Yếu
7,79,Renaming,0.0,Yếu
7,80,Database Security,0.3829,Yếu
7,81,Access Control,4.3215,Tốt
7,82,Discretionary access control (DAC),0.2663,Yếu
7,83,GRANT,3.9129,Tốt
7,84,Mandatory Access Control (MAC),0.3771,Yếu
7,85,SQL Injection,0.2696,Yếu
7,86,REVOKE,0.317,Yếu
7,87,Specifying Privileges - Views,0.3437,Yếu
7,88,Role-Based Access Control (RBAC),0.3311,Yếu
7,89,Authentication,0.3397,Yếu
7,90,Trojan Horse attacks,0.5291,Yếu
7,91,Transactions,0.0,Yếu
7,92,ACID Properties,0.0,Yếu
7,93,Isolation,0.0,Yếu
7,94,Locking,0.0,Yếu
7,95,Concurrent Transactions,0.0,Yếu
7,96,Two-Phase Locking (2PL) Protocol,0.0,Yếu
7,97,Logging,0.0,Yếu
7,98,The Dirty Read Problem,0.0,Yếu
7,99,The Unrepeatable Read Problem,0.0,Yếu
7,100,The Lost Update Problem,0.0,Yếu
7,101,Read Uncommitted,0.0,Yếu
7,102,Read Committed,0.0,Yếu
7,103,Serializable,0.0,Yếu
10,4,Set,0.0,Yếu
10,6,Cartesian product,0.0,Yếu
10,7,Cardinality,0.0,Yếu
10,8,Equality,0.0,Yếu
10,9,union,0.0,Yếu
10,10,Intersection,0.0,Yếu
10,11,Difference,0.0,Yếu
10,12,Subset,0.0,Yếu
10,13,Tuple,0.0,Yếu
10,14,Relational data model,0.0,Yếu
10,15,Domain,0.0,Yếu
10,16,Attribute,0.0,Yếu
10,17,Relation,0.0,Yếu
10,18,Superkey,0.0,Yếu
10,19,Foreign key,0.0,Yếu
10,20,Schema,0.0,Yếu
10,21,SQL,0.0,Yếu
10,22,DDL,0.0,Yếu
10,23,Data type,0.0,Yếu
10,24,CREATE TABLE,0.0,Yếu
10,25,DROP TABLE,0.0,Yếu
10,26,ALTER TABLE,0.0,Yếu
10,27,Candidate key,0.0,Yếu
10,28,DML,0.0,Yếu
10,29,SELECT,0.0,Yếu
10,30,INSERT,0.0,Yếu
10,31,DELETE,0.0,Yếu
10,32,Query,0.0,Yếu
10,33,Join,0.0,Yếu
10,34,Primary Key,0.0,Yếu
10,35,SELECT DISTINCT,0.0,Yếu
10,36,GROUP BY,0.0,Yếu
10,37,COUNT,0.0,Yếu
10,38,MIN,0.0,Yếu
10,39,HAVING,0.0,Yếu
10,40,EXCEPT,0.0,Yếu
10,41,Inner Join,0.0,Yếu
10,42,Natural Join,0.0,Yếu
10,43,Left Join,0.0,Yếu
10,44,EXISTS,0.0,Yếu
10,45,Entity-Relationship Model,0.0,Yếu
10,46,Data structure,0.0,Yếu
10,47,Relationship,0.0,Yếu
10,48,Entity,0.0,Yếu
10,49,Total ,0.0,Yếu
10,50,Data integrity,0.0,Yếu
10,51,weak entity ,0.0,Yếu
10,52,Key attributes,0.0,Yếu
10,53,Enhanced Entity-Relationship,0.0,Yếu
10,54,Subclass,0.0,Yếu
10,55,Superclass,0.0,Yếu
10,56,Data Model,0.0,Yếu
10,57,Cardinality ratios,0.0,Yếu
10,58,Participation constraints,0.0,Yếu
10,59,Many-To-Many,0.0,Yếu
10,60,One-To-Many,0.0,Yếu
10,61,One-To-One,0.0,Yếu
10,63,partial,0.0,Yếu
10,64,Functional dependencies,0.0,Yếu
10,65,Trivial,0.0,Yếu
10,66,Closure,0.0,Yếu
10,67,Implied,0.0,Yếu
10,68,Equivalent,0.0,Yếu
10,69,Minimal Cover,0.0,Yếu
10,70,Prime Attribute,0.0,Yếu
10,71,Normalisation,0.0,Yếu
10,72,Lossless Join,0.0,Yếu
10,73,Dependency preservation,0.0,Yếu
10,74,Boyce-Codd normal form (BCNF),0.0,Yếu
10,75,Third normal form (3NF),0.0,Yếu
10,76,Relational Algebra,0.0,Yếu
10,77,Projection,0.0,Yếu
10,78,Selection,0.0,Yếu
10,79,Renaming,0.0,Yếu
10,80,Database Security,0.413,Yếu
10,81,Access Control,0.0,Yếu
10,82,Discretionary access control (DAC),0.0,Yếu
10,83,GRANT,3.9524,Tốt
10,84,Mandatory Access Control (MAC),0.3647,Yếu
10,85,SQL Injection,0.0,Yếu
10,86,REVOKE,0.3269,Yếu
10,87,Specifying Privileges - Views,0.0,Yếu
10,88,Role-Based Access Control (RBAC),0.0,Yếu
10,89,Authentication,0.3852,Yếu
10,90,Trojan Horse attacks,0.5291,Yếu
10,91,Transactions,0.0,Yếu
10,92,ACID Properties,0.0,Yếu
10,93,Isolation,0.0,Yếu
10,94,Locking,0.0,Yếu
10,95,Concurrent Transactions,0.0,Yếu
10,96,Two-Phase Locking (2PL) Protocol,0.0,Yếu
10,97,Logging,0.0,Yếu
10,98,The Dirty Read Problem,0.0,Yếu
10,99,The Unrepeatable Read Problem,0.0,Yếu
10,100,The Lost Update Problem,0.0,Yếu
10,101,Read Uncommitted,0.0,Yếu
10,102,Read Committed,0.0,Yếu
10,103,Serializable,0.0,Yếu
11,4,Set,0.0,Yếu
11,6,Cartesian product,4.2233,Tốt
11,7,Cardinality,0.0,Yếu
11,8,Equality,0.0,Yếu
11,9,union,4.0411,Tốt
11,10,Intersection,4.1703,Tốt
11,11,Difference,0.0,Yếu
11,12,Subset,0.0,Yếu
11,13,Tuple,0.0,Yếu
11,14,Relational data model,0.0,Yếu
11,15,Domain,0.0,Yếu
11,16,Attribute,0.0,Yếu
11,17,Relation,0.0,Yếu
11,18,Superkey,0.0,Yếu
11,19,Foreign key,0.0,Yếu
11,20,Schema,0.0,Yếu
11,21,SQL,0.0,Yếu
11,22,DDL,0.0,Yếu
11,23,Data type,0.0,Yếu
11,24,CREATE TABLE,0.0,Yếu
11,25,DROP TABLE,0.0,Yếu
11,26,ALTER TABLE,0.0,Yếu
11,27,Candidate key,0.0,Yếu
11,28,DML,0.0,Yếu
11,29,SELECT,0.0,Yếu
11,30,INSERT,0.0,Yếu
11,31,DELETE,0.0,Yếu
11,32,Query,0.0,Yếu
11,33,Join,4.4265,Tốt
11,34,Primary Key,0.0,Yếu
11,35,SELECT DISTINCT,0.0,Yếu
11,36,GROUP BY,0.0,Yếu
11,37,COUNT,0.0,Yếu
11,38,MIN,0.0,Yếu
11,39,HAVING,0.0,Yếu
11,40,EXCEPT,0.0,Yếu
11,41,Inner Join,0.0,Yếu
11,42,Natural Join,0.0,Yếu
11,43,Left Join,0.0,Yếu
11,44,EXISTS,0.0,Yếu
11,45,Entity-Relationship Model,0.0,Yếu
11,46,Data structure,0.0,Yếu
11,47,Relationship,0.0,Yếu
11,48,Entity,0.0,Yếu
11,49,Total ,0.0,Yếu
11,50,Data integrity,0.0,Yếu
11,51,weak entity ,0.0,Yếu
11,52,Key attributes,0.0,Yếu
11,53,Enhanced Entity-Relationship,0.0,Yếu
11,54,Subclass,0.0,Yếu
11,55,Superclass,0.0,Yếu
11,56,Data Model,0.0,Yếu
11,57,Cardinality ratios,0.0,Yếu
11,58,Participation constraints,0.0,Yếu
11,59,Many-To-Many,0.0,Yếu
11,60,One-To-Many,0.0,Yếu
11,61,One-To-One,0.0,Yếu
11,63,partial,0.0,Yếu
11,64,Functional dependencies,0.0,Yếu
11,65,Trivial,0.0,Yếu
11,66,Closure,0.0,Yếu
11,67,Implied,0.0,Yếu
11,68,Equivalent,4.135,Tốt
11,69,Minimal Cover,0.0,Yếu
11,70,Prime Attribute,0.0,Yếu
11,71,Normalisation,0.0,Yếu
11,72,Lossless Join,0.0,Yếu
11,73,Dependency preservation,0.0,Yếu
11,74,Boyce-Codd normal form (BCNF),0.0,Yếu
11,75,Third normal form (3NF),0.0,Yếu
11,76,Relational Algebra,0.7024,Yếu
11,77,Projection,0.8193,Yếu
11,78,Selection,0.6965,Yếu
11,79,Renaming,0.8991,Yếu
11,80,Database Security,0.0,Yếu
11,81,Access Control,0.0,Yếu
11,82,Discretionary access control (DAC),0.0,Yếu
11,83,GRANT,0.0,Yếu
11,84,Mandatory Access Control (MAC),0.0,Yếu
11,85,SQL Injection,0.0,Yếu
11,86,REVOKE,0.0,Yếu
11,87,Specifying Privileges - Views,0.0,Yếu
11,88,Role-Based Access Control (RBAC),0.0,Yếu
11,89,Authentication,0.0,Yếu
11,90,Trojan Horse attacks,0.0,Yếu
11,91,Transactions,0.4791,Yếu
11,92,ACID Properties,4.2233,Tốt
11,93,Isolation,4.1381,Tốt
11,94,Locking,0.3444,Yếu
11,95,Concurrent Transactions,0.4937,Yếu
11,96,Two-Phase Locking (2PL) Protocol,0.5296,Yếu
11,97,Logging,0.4563,Yếu
11,98,The Dirty Read Problem,4.2233,Tốt
11,99,The Unrepeatable Read Problem,4.2233,Tốt
11,100,The Lost Update Problem,0.3934,Yếu
11,101,Read Uncommitted,0.7071,Yếu
11,102,Read Committed,4.1085,Tốt
11,103,Serializable,0.6589,Yếu
12,4,Set,0.0,Yếu
12,6,Cartesian product,0.0,Yếu
12,7,Cardinality,0.0,Yếu
12,8,Equality,0.0,Yếu
12,9,union,0.2925,Yếu
12,10,Intersection,0.0,Yếu
12,11,Difference,0.0,Yếu
12,12,Subset,0.0,Yếu
12,13,Tuple,0.0,Yếu
12,14,Relational data model,0.0,Yếu
12,15,Domain,0.0,Yếu
12,16,Attribute,0.0,Yếu
12,17,Relation,0.0,Yếu
12,18,Superkey,0.0,Yếu
12,19,Foreign key,0.0,Yếu
12,20,Schema,0.0,Yếu
12,21,SQL,0.0,Yếu
12,22,DDL,0.0,Yếu
12,23,Data type,0.0,Yếu
12,24,CREATE TABLE,0.0,Yếu
12,25,DROP TABLE,0.0,Yếu
12,26,ALTER TABLE,0.0,Yếu
12,27,Candidate key,0.0,Yếu
12,28,DML,0.0,Yếu
